date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units
2026-01-19,3,2026,Tamil Nadu,Respiratory,Aerovant HFA,Aerovant Pharma,4994.0,1631.0,5610.0
2026-01-19,3,2026,Tamil Nadu,Respiratory,Ventolin Inhaler,GlaxoSmithKline,5776.0,1554.0,6388.0
2026-01-19,3,2026,Tamil Nadu,Respiratory,Breathex Inhaler,Breathex Labs,5208.0,1717.0,6671.0
2026-01-19,3,2026,Tamil Nadu,Respiratory,Respivan,Pulmovia Therapeutics,5542.0,1661.0,7175.0
2026-01-19,3,2026,Tamil Nadu,Respiratory,Airovent,Novanta Pharma,5622.0,1570.0,6960.0
2026-01-19,3,2026,Tamil Nadu,Cardiology,Corvyx XL,Corvyx Pharma,2784.0,970.0,3239.0
2026-01-19,3,2026,Tamil Nadu,Cardiology,Corvyx TAB,Corvyx Pharma,3243.0,857.0,3599.0
2026-01-19,3,2026,Tamil Nadu,Cardiology,CardioGuard,Sun Pharma,4392.0,1458.0,5139.0
2026-01-19,3,2026,Tamil Nadu,Cardiology,Vascolin,Zenova Biosciences,3308.0,753.0,3857.0
2026-01-19,3,2026,Tamil Nadu,Cardiology,Cordamet,Meditrix Labs,3566.0,821.0,4188.0
2026-01-19,3,2026,Tamil Nadu,Diabetes,Glucera XR,Glucera Health,4281.0,1328.0,5339.0
2026-01-19,3,2026,Tamil Nadu,Diabetes,Januvia,MSD Pharma,6172.0,1658.0,7253.0
2026-01-19,3,2026,Tamil Nadu,Diabetes,Insulyn,Insulara Biotech,3470.0,1207.0,4354.0
2026-01-19,3,2026,Maharashtra,Respiratory,Aerovant HFA,Aerovant Pharma,6173.0,1959.0,8012.0
2026-01-19,3,2026,Maharashtra,Respiratory,Ventolin Inhaler,GlaxoSmithKline,5883.0,1804.0,7047.0
2026-01-19,3,2026,Maharashtra,Respiratory,Breathex Inhaler,Breathex Labs,6049.0,1877.0,6879.0
2026-01-19,3,2026,Maharashtra,Respiratory,Respivan,Pulmovia Therapeutics,2656.0,651.0,3435.0
2026-01-19,3,2026,Maharashtra,Respiratory,Airovent,Novanta Pharma,5213.0,1651.0,5839.0
