date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units
2026-01-05,1,2026,maharashtra,  Diabetes  ,Insulyn,Insulara Biotech,2031,695.0,2464.0
2026-01-05,1,2026,Gujarat,RESPIRATORY,Bronchel,Breathex Labs,2384,748.0,2625.0
2026-01-05,1,2026,  Kerala  ,  Diabetes  ,Insulyn,Insulara Biotech,2234,481.0,2783.0
2026-01-05,1,2026,gujarat,  Diabetes  ,Insulyn,Insulara Biotech,5850,1656.0,6970.0
2026-01-05,1,2026,TELANGANA,cardiology,Vascolin,Zenova Biosciences,2956,708.0,3661.0
2026-01-05,1,2026,  Rajasthan  ,Respiratory,Bronchel,Breathex Labs,2446,648.0,2879.0
2026-01-05,1,2026,,  Cardiology  ,Cardivex,Corvyx Pharma,3116,1056.0,3746.0
2026-01-05,1,2026,Rajasthan,  Cardiology  ,Cardivex,Corvyx Pharma,3524,784.0,4356.0
2026-01-05,1,2026,  Rajasthan  ,DIABETES,Metforal,Novanta Pharma,1556,324.0,1922.0
2026-01-05,1,2026,RAJASTHAN,  Cardiology  ,Cordamet,Meditrix Labs,3164,1051.0,3823.0
2026-01-05,1,2026,Telangana,respiratory,Airovent,Pulmovia Therapeutics,5318,1402.0,5809.0
2026-01-05,1,2026,DELHI,  Diabetes  ,Metforal,Novanta Pharma,3575,765.0,3867.0
2026-01-05,1,2026,KERALA,CARDIOLOGY,Cordamet,Meditrix Labs,1683,554.0,1769.0
2026-01-05,1,2026,KARNATAKA,  Cardiology  ,Cordamet,Meditrix Labs,1863,644.0,2164.0
2026-01-05,1,2026,  Kerala  ,Cardiology,Cardivex,Corvyx Pharma,1552,412.0,1872.0
2026-01-05,1,2026,Tamil Nadu,CARDIOLOGY,Cordamet,Meditrix Labs,5906,1943.0,6899.0
2026-01-05,1,2026,,cardiology,Vascolin,Zenova Biosciences,4915,1715.0,5558.0
2026-01-05,1,2026,Andhra Pradesh,  Cardiology  ,Vascolin,Zenova Biosciences,1779,511.0,2199.0
2026-01-05,1,2026,karnataka,cardiology,Vascolin,Zenova Biosciences,2407,695.0,2869.0
2026-01-05,1,2026,DELHI,Respiratory,Airovent,Pulmovia Therapeutics,1689,382.0,2054.0
2026-01-05,1,2026,Delhi,Cardiology,Cardivex,Corvyx Pharma,2712,761.0,3247.0
2026-01-05,1,2026,  Telangana  ,Respiratory,Respivan,Aerovant Pharma,3379,911.0,3813.0
2026-01-05,1,2026,  Kerala  ,cardiology,Cordamet,Meditrix Labs,2789,935.0,3067.0
2026-01-05,1,2026,  Delhi  ,DIABETES,Metforal,Novanta Pharma,5868,1555.0,6564.0
2026-01-05,1,2026,kerala,Diabetes,Metforal,Novanta Pharma,3192,1089.0,3790.0
2026-01-05,1,2026,Tamilnadu,RESPIRATORY,Respivan,Aerovant Pharma,3539,1015.0,4395.0
2026-01-05,1,2026,Delhi,respiratory,Bronchel,Breathex Labs,3931,842.0,4801.0
2026-01-05,1,2026,  Karnataka  ,Cardiology,Cordamet,Meditrix Labs,2469,848.0,3034.0
2026-01-05,1,2026,  West Bengal  ,Respiratory,Respivan,Aerovant Pharma,2523,667.0,2791.0
2026-01-05,1,2026,Delhi,  Cardiology  ,Cardivex,Corvyx Pharma,3258,660.0,4052.0
2026-01-05,1,2026,DELHI,RESPIRATORY,Airovent,Pulmovia Therapeutics,5123,1561.0,5904.0
2026-01-05,1,2026,Rajasthan,CARDIOLOGY,Cordamet,Meditrix Labs,5857,1547.0,6985.0
2026-01-05,1,2026,RAJASTHAN,respiratory,Bronchel,Breathex Labs,2644,558.0,3238.0
2026-01-05,1,2026,andhra pradesh,Diabetes,Metforal,Novanta Pharma,4703,1414.0,5192.0
2026-01-05,1,2026,west bengal,Diabetes,Glucotend,Glucera Health,5262,1418.0,5770.0
2026-01-05,1,2026,Telangana,RESPIRATORY,Bronchel,Breathex Labs,3433,954.0,3647.0
2026-01-05,1,2026,Rajasthan,respiratory,Bronchel,Breathex Labs,4002,1134.0,4634.0
2026-01-05,1,2026,DELHI,  Respiratory  ,Bronchel,Breathex Labs,2327,526.0,2843.0
2026-01-05,1,2026,Andhra Pradesh,diabetes,Glucotend,Glucera Health,4827,1547.0,6004.0
2026-01-05,1,2026,KARNATAKA,Respiratory,Respivan,Aerovant Pharma,4888,1387.0,5475.0
2026-01-05,1,2026,telangana,Respiratory,Bronchel,Breathex Labs,4481,1096.0,5371.0
2026-01-05,1,2026,TAMIL NADU,Diabetes,Glucotend,Glucera Health,4959,1282.0,5982.0
2026-01-05,1,2026,KARNATAKA,CARDIOLOGY,Cardivex,Corvyx Pharma,2759,672.0,3358.0
2026-01-05,1,2026,Telangana,  Respiratory  ,Respivan,Aerovant Pharma,5876,1497.0,7206.0
2026-01-05,1,2026,  Gujarat  ,respiratory,Bronchel,Breathex Labs,5787,1253.0,6846.0
2026-01-05,1,2026,west bengal,respiratory,Bronchel,Breathex Labs,3208,835.0,3621.0
2026-01-05,1,2026,karnataka,  Diabetes  ,Metforal,Novanta Pharma,3534,1019.0,4220.0
2026-01-05,1,2026,AndhraPradesh,  Diabetes  ,Metforal,,4671,1590.0,5527.0
2026-01-05,1,2026,KARNATAKA,  Diabetes  ,Glucotend,Glucera Health,3929,1324.0,4679.0
2026-01-05,1,2026,rajasthan,Respiratory,Bronchel,Breathex Labs,5400,1351.0,6331.0
2026-01-05,1,2026,W. Bengal,DIABETES,Metforal,Novanta Pharma,4023,950.0,4479.0
2026-01-05,1,2026,Tamil Ndu,  Diabetes  ,Metforal,Novanta Pharma,3496,1186.0,4039.0
2026-01-05,1,2026,delhi,cardiology,Vascolin,Zenova Biosciences,3828,1320.0,4619.0
2026-01-05,1,2026,  Kerala  ,DIABETES,Glucotend,Glucera Health,3963,1005.0,4745.0
2026-01-05,1,2026,  Gujarat  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,2785,791.0,3045.0
2026-01-05,1,2026,  Telangana  ,cardiology,Cordamet,Meditrix Labs,3234,1047.0,3691.0
2026-01-05,1,2026,gujarat,Respiratory,Bronchel,Breathex Labs,2874,924.0,3339.0
2026-01-05,1,2026,maharashtra,DIABETES,Metforal,Novanta Pharma,3302,687.0,3514.0
2026-01-05,1,2026,W. Bengal,Respiratory,Airovent,Pulmovia Therapeutics,2341,818.0,2739.0
2026-01-05,1,2026,West Bengal,CARDIOLOGY,Cordamet,Meditrix Labs,5736,1466.0,6249.0
2026-01-05,1,2026,Kerala,diabetes,Insulyn,Insulara Biotech,1608,444.0,1821.0
2026-01-05,1,2026,Gujarat,  Respiratory  ,Bronchel,Breathex Labs,4764,1049.0,5767.0
2026-01-05,1,2026,MAHARASHTRA,respiratory,Airovent,Pulmovia Therapeutics,3264,928.0,3517.0
